,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
,BARC.L,BG07.L,HSBA.L,LLOY.L,NWG.L,STAN.L,^BUKFIN,^FTSE,BARC.L,BG07.L,HSBA.L,LLOY.L,NWG.L,STAN.L,^BUKFIN,^FTSE,BARC.L,BG07.L,HSBA.L,LLOY.L,NWG.L,STAN.L,^BUKFIN,^FTSE,BARC.L,BG07.L,HSBA.L,LLOY.L,NWG.L,STAN.L,^BUKFIN,^FTSE,BARC.L,BG07.L,HSBA.L,LLOY.L,NWG.L,STAN.L,^BUKFIN,^FTSE,BARC.L,BG07.L,HSBA.L,LLOY.L,NWG.L,STAN.L,^BUKFIN,^FTSE
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-01-01 00:00:00,235.63661193847656,,301.4988708496094,190.46954345703125,2743.863037109375,408.418701171875,,,478.4997863769531,,858.3652954101562,459.93890380859375,4874.36328125,774.149169921875,,,488.42999267578125,,858.3652954101562,459.93890380859375,4874.36328125,774.149169921875,,,473.65008544921875,,858.3652954101562,459.93890380859375,4874.36328125,774.149169921875,,,486.8135070800781,,858.3652954101562,459.93890380859375,4874.36328125,774.149169921875,,,0.0,,0.0,0.0,0.0,0.0,,
2001-01-02 00:00:00,236.88760375976562,,292.92840576171875,188.85540771484375,2677.156982421875,402.2786865234375,,6174.7001953125,481.04010009765625,,833.965087890625,456.0411071777344,4755.8623046875,762.5108032226562,,6174.7001953125,481.04010009765625,,860.1082153320312,456.0411071777344,4885.42431640625,762.5108032226562,,6276.2001953125,481.04010009765625,,833.0936279296875,456.0411071777344,4755.8623046875,762.5108032226562,,6169.7998046875,481.04010009765625,,846.1652221679688,456.0411071777344,4811.384765625,762.5108032226562,,6222.5,323352800.0,,8997851.0,22171575.0,1060102.0,3413554.0,,709054000.0
2001-01-03 00:00:00,238.252197265625,,290.78582763671875,191.007568359375,2671.953857421875,398.0441589355469,,6039.89990234375,483.8113098144531,,827.864990234375,461.2381896972656,4746.619140625,754.484375,,6039.89990234375,483.8113098144531,,847.03662109375,461.2381896972656,4866.90673828125,754.484375,,6174.7001953125,483.8113098144531,,827.864990234375,454.0921936035156,4718.85791015625,754.484375,,6029.2998046875,483.8113098144531,,833.0936279296875,459.12689208984375,4783.62353515625,754.484375,,6174.7001953125,485852596.0,,0.0,22697498.0,2253620.0,4307775.0,,1147114000.0
2001-01-04 00:00:00,249.6245880126953,,317.109619140625,201.7685546875,2786.547607421875,429.8030700683594,,6185.60009765625,506.9049072265625,,902.80859375,487.223388671875,4950.18994140625,814.6826171875,,6185.60009765625,506.9049072265625,,902.80859375,490.4715881347656,4987.1943359375,814.6826171875,,6195.2998046875,506.9049072265625,,827.864990234375,487.223388671875,4792.89794921875,814.6826171875,,6039.89990234375,506.9049072265625,,836.1436767578125,487.223388671875,4866.90673828125,814.6826171875,,6039.89990234375,630329754.0,,32751607.0,76444114.0,5749990.0,15291828.0,,1640397000.0
2001-01-05 00:00:00,250.19326782226562,,314.04852294921875,202.03758239746094,2849.0390625,438.0603332519531,,6198.10009765625,508.0596008300781,,894.0941772460938,487.87298583984375,5061.20361328125,830.334228515625,,6198.10009765625,508.0596008300781,,909.7800903320312,504.1138000488281,5116.7255859375,830.334228515625,,6239.60009765625,508.0596008300781,,879.27978515625,480.72711181640625,4839.1455078125,830.334228515625,,6155.0,508.0596008300781,,894.9656982421875,487.87298583984375,4839.1455078125,830.334228515625,,6185.60009765625,800015743.0,,46010086.0,72459306.0,3883576.0,12845501.0,,1293875000.0
2001-01-08 00:00:00,250.76187133789062,,308.53900146484375,199.88534545898438,2843.83642578125,430.2264099121094,,6149.60009765625,509.21429443359375,,878.4083862304688,482.6759948730469,5051.9599609375,815.4852905273438,,6149.60009765625,509.21429443359375,,898.8870849609375,482.6759948730469,5172.24755859375,815.4852905273438,,6212.39990234375,509.21429443359375,,873.8333129882812,480.72711181640625,4996.43798828125,815.4852905273438,,6137.7001953125,509.21429443359375,,894.4254150390625,482.6759948730469,5088.96484375,815.4852905273438,,6198.10009765625,440464964.0,,23975325.0,27627235.0,3084353.0,4813057.0,,1449404000.0
2001-01-09 00:00:00,248.48745727539062,,308.8450927734375,197.73318481445312,2854.25927734375,426.41546630859375,,6088.10009765625,504.5956115722656,,879.27978515625,477.4789123535156,5070.4775390625,808.261474609375,,6088.10009765625,504.5956115722656,,898.451416015625,488.522705078125,5163.00439453125,808.261474609375,,6195.89990234375,504.5956115722656,,871.6547241210938,472.9314880371094,4996.43798828125,808.261474609375,,6066.39990234375,504.5956115722656,,878.4083862304688,477.4789123535156,5088.96484375,808.261474609375,,6149.60009765625,319067981.0,,21035544.0,33053353.0,2953920.0,4609376.0,,1321566000.0
2001-01-10 00:00:00,236.54632568359375,,307.00860595703125,195.17747497558594,2760.496337890625,422.604248046875,,6059.89990234375,480.3472900390625,,874.0512084960938,471.3074035644531,4903.9111328125,801.0377197265625,,6059.89990234375,480.3472900390625,,881.022705078125,483.650390625,5070.4775390625,801.0377197265625,,6119.89990234375,480.3472900390625,,866.2081909179688,468.38409423828125,4857.66357421875,801.0377197265625,,6040.39990234375,480.3472900390625,,878.6174926757812,471.3074035644531,5024.19921875,801.0377197265625,,6088.10009765625,520548307.0,,15295472.0,24562442.0,2689103.0,4800574.0,,1621626000.0
